[Normal]Item: Phi §ao(0,0,1,1,0,1), unbind = 0, bind = 0
[Normal]Item: Hoµng Ngäc Giíi ChØ(0,0,3,0,2,1), unbind = 0, bind = 0
[Normal]Item: YÕn tö Tiªu(0,0,1,0,2,3), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,2,1), unbind = 0, bind = 0
[Normal]Item: Thanh Phong KiÕm(0,0,0,0,4,3), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,0,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,3,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,3,1), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,2,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,1,1), unbind = 0, bind = 0
[Normal]Item: ThiÕu L©m T¸o Nh©n Tiªu(0,0,1,0,2,2), unbind = 0, bind = 0
[Normal]Item: TÒ Mi C«n (0,0,0,2,4,2), unbind = 0, bind = 0
[Normal]Item: Thanh Phong KiÕm(0,0,0,0,0,3), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,4,1), unbind = 0, bind = 0
[Normal]Item: Cang KiÕm(0,0,0,0,4,2), unbind = 0, bind = 0
[Normal]Item: ThiÕu L©m T¸o Nh©n Tiªu(0,0,1,0,3,2), unbind = 0, bind = 0
[Normal]Item: LiÔu DiÖp §ao(0,0,1,1,3,3), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,4,1), unbind = 0, bind = 0
[Normal]Item: Tr­êng Th­¬ng(0,0,0,3,1,2), unbind = 0, bind = 0
[Normal]Item: C¶m L·m Th¹ch Giíi ChØ(0,0,3,0,3,2), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,3,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,4,1), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,2,1), unbind = 0, bind = 0
[Normal]Item: Tinh Trang Tô TiÔn(0,0,1,2,4,3), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,0,2), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,4,1), unbind = 0, bind = 0
[Normal]Item: §iÓm Cang Th­¬ng(0,0,0,3,4,3), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,3,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,4,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,0,1), unbind = 0, bind = 0
[Normal]Item: Tr­êng Th­¬ng(0,0,0,3,2,2), unbind = 0, bind = 0
[Normal]Item: LiÔu DiÖp §ao(0,0,1,1,1,3), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,4,1), unbind = 0, bind = 0
[Normal]Item: B¸t L¨ng chïy(0,0,0,4,0,2), unbind = 0, bind = 0
[Normal]Item: Cang Phi §ao(0,0,1,1,0,2), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,0,1), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,0,2), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,0,2), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,0,1), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,3,1), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,2,2), unbind = 0, bind = 0
[Normal]Item: YÕn tö Tiªu(0,0,1,0,4,3), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,2,1), unbind = 0, bind = 0
[Normal]Item: Hoµng Ngäc Giíi ChØ(0,0,3,0,3,1), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,3,1), unbind = 0, bind = 0
[Normal]Item: Tr­êng Th­¬ng(0,0,0,3,0,2), unbind = 0, bind = 0
[Normal]Item: Thanh Phong KiÕm(0,0,0,0,1,3), unbind = 0, bind = 0
[Normal]Item: Bµn Hoa C«n (0,0,0,2,0,3), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,3,1), unbind = 0, bind = 0
[Normal]Item: YÕn tö Tiªu(0,0,1,0,2,3), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,1,1), unbind = 0, bind = 0
[Normal]Item: TÊn ThiÕt Song §ao(0,0,0,5,3,2), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,0,1), unbind = 0, bind = 0
[Normal]Item: Hoµng Ngäc Giíi ChØ(0,0,3,0,2,1), unbind = 0, bind = 0
[Normal]Item: Quû §Çu §ao(0,0,0,1,4,3), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,0,1), unbind = 0, bind = 0
[Normal]Item: LiÔu DiÖp §ao(0,0,1,1,3,3), unbind = 0, bind = 0
[Normal]Item: Cang KiÕm(0,0,0,0,3,2), unbind = 0, bind = 0
[Normal]Item: ThiÕu L©m T¸o Nh©n Tiªu(0,0,1,0,1,2), unbind = 0, bind = 0
[Normal]Item: Tr­êng Th­¬ng(0,0,0,3,3,2), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,4,1), unbind = 0, bind = 0
[Normal]Item: Tinh Trang Tô TiÔn(0,0,1,2,4,3), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,2,1), unbind = 0, bind = 0
[Normal]Item: Cang KiÕm(0,0,0,0,0,2), unbind = 0, bind = 0
[Normal]Item: Bµn Hoa C«n (0,0,0,2,0,3), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,3,1), unbind = 0, bind = 0
[Normal]Item: Quû §Çu §ao(0,0,0,1,0,3), unbind = 0, bind = 0
[Normal]Item: ThiÕu L©m T¸o Nh©n Tiªu(0,0,1,0,0,2), unbind = 0, bind = 0
[Normal]Item: Cang KiÕm(0,0,0,0,0,2), unbind = 0, bind = 0
[Normal]Item: Ngò Tinh chïy(0,0,0,4,3,3), unbind = 0, bind = 0
[Normal]Item: ThiÕu L©m T¸o Nh©n Tiªu(0,0,1,0,2,2), unbind = 0, bind = 0
[Normal]Item: ThiÕu L©m T¸o Nh©n Tiªu(0,0,1,0,2,2), unbind = 0, bind = 0
[Normal]Item: TÒ Mi C«n (0,0,0,2,2,2), unbind = 0, bind = 0
[Normal]Item: §¬n §ao(0,0,0,1,2,2), unbind = 0, bind = 0
[Normal]Item: B¸t L¨ng chïy(0,0,0,4,2,2), unbind = 0, bind = 0
[Normal]Item: Bµn Hoa C«n (0,0,0,2,0,3), unbind = 0, bind = 0
[Normal]Item: B¸t L¨ng chïy(0,0,0,4,2,2), unbind = 0, bind = 0
[Normal]Item: NguyÖt Nha ThÝch(0,0,0,5,2,3), unbind = 0, bind = 0
[Normal]Item: Thanh Phong KiÕm(0,0,0,0,0,3), unbind = 0, bind = 0
[Normal]Item: B¸t L¨ng chïy(0,0,0,4,1,2), unbind = 0, bind = 0
[Normal]Item: Thanh Phong KiÕm(0,0,0,0,2,3), unbind = 0, bind = 0
[Normal]Item: Quû §Çu §ao(0,0,0,1,4,3), unbind = 0, bind = 0
[Normal]Item: Bµn Hoa C«n (0,0,0,2,0,3), unbind = 0, bind = 0
[Normal]Item: Tr­êng Th­¬ng(0,0,0,3,1,2), unbind = 0, bind = 0
[Normal]Item: LiÔu DiÖp §ao(0,0,1,1,4,3), unbind = 0, bind = 0
[Normal]Item: TÒ Mi C«n (0,0,0,2,2,2), unbind = 0, bind = 0
[Normal]Item: Quû §Çu §ao(0,0,0,1,4,3), unbind = 0, bind = 0
[Normal]Item: Tinh Trang Tô TiÔn(0,0,1,2,1,3), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,0,2), unbind = 0, bind = 0
[Normal]Item: NguyÖt Nha ThÝch(0,0,0,5,1,3), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,1,1), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,3,1), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,3,1), unbind = 0, bind = 0
[Normal]Item: Quû §Çu §ao(0,0,0,1,0,3), unbind = 0, bind = 0
[Normal]Item: Bµn Hoa C«n (0,0,0,2,0,3), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,3,1), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,1,1), unbind = 0, bind = 0
[Normal]Item: Ngò Tinh chïy(0,0,0,4,4,3), unbind = 0, bind = 0
[Normal]Item: §¬n §ao(0,0,0,1,3,2), unbind = 0, bind = 0
[Normal]Item: TÒ Mi C«n (0,0,0,2,3,2), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,3,1), unbind = 0, bind = 0
[Normal]Item: B¸t L¨ng chïy(0,0,0,4,1,2), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,3,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,4,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,3,1), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,4,1), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,0,1), unbind = 0, bind = 0
[Normal]Item: TÒ Mi C«n (0,0,0,2,1,2), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,0,1), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,3,1), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,4,1), unbind = 0, bind = 0
[Normal]Item: NguyÖt Nha ThÝch(0,0,0,5,2,3), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,4,1), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,0,1), unbind = 0, bind = 0
[Normal]Item: Hoµng Ngäc Giíi ChØ(0,0,3,0,2,1), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,4,1), unbind = 0, bind = 0
[Normal]Item: Quû §Çu §ao(0,0,0,1,0,3), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,1,1), unbind = 0, bind = 0
[Normal]Item: Tr­êng Th­¬ng(0,0,0,3,0,2), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,1,1), unbind = 0, bind = 0
[Normal]Item: Cang KiÕm(0,0,0,0,1,2), unbind = 0, bind = 0
[Normal]Item: §iÓm Cang Th­¬ng(0,0,0,3,0,3), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,1,1), unbind = 0, bind = 0
[Normal]Item: NguyÖt Nha ThÝch(0,0,0,5,1,3), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,0,2), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,2,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,0,1), unbind = 0, bind = 0
[Normal]Item: Thanh Phong KiÕm(0,0,0,0,4,3), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,4,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,4,1), unbind = 0, bind = 0
[Normal]Item: §¬n §ao(0,0,0,1,1,2), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,3,1), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,1,1), unbind = 0, bind = 0
[Normal]Item: Cang Phi §ao(0,0,1,1,4,2), unbind = 0, bind = 0
[Normal]Item: YÕn tö Tiªu(0,0,1,0,4,3), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,1,1), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,3,1), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,1,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,2,1), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,2,1), unbind = 0, bind = 0
[Normal]Item: YÕn tö Tiªu(0,0,1,0,0,3), unbind = 0, bind = 0
[Normal]Item: Thanh Phong KiÕm(0,0,0,0,0,3), unbind = 0, bind = 0
[Normal]Item: B¸t L¨ng chïy(0,0,0,4,0,2), unbind = 0, bind = 0
[Normal]Item: Bµn Hoa C«n (0,0,0,2,0,3), unbind = 0, bind = 0
[Normal]Item: Cang KiÕm(0,0,0,0,2,2), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,3,1), unbind = 0, bind = 0
[Normal]Item: TÒ Mi C«n (0,0,0,2,1,2), unbind = 0, bind = 0
[Normal]Item: YÕn tö Tiªu(0,0,1,0,3,3), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,2,2), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,1,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,0,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,2,1), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,4,1), unbind = 0, bind = 0
[Normal]Item: NguyÖt Nha ThÝch(0,0,0,5,2,3), unbind = 0, bind = 0
[Normal]Item: YÕn tö Tiªu(0,0,1,0,0,3), unbind = 0, bind = 0
[Normal]Item: LiÔu DiÖp §ao(0,0,1,1,4,3), unbind = 0, bind = 0
[Normal]Item: §iÓm Cang Th­¬ng(0,0,0,3,3,3), unbind = 0, bind = 0
[Normal]Item: Tr­êng Th­¬ng(0,0,0,3,3,2), unbind = 0, bind = 0
[Normal]Item: ThiÕu L©m T¸o Nh©n Tiªu(0,0,1,0,2,2), unbind = 0, bind = 0
[Normal]Item: Tr­êng Th­¬ng(0,0,0,3,0,2), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,3,2), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,1,1), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,2,1), unbind = 0, bind = 0
[Normal]Item: Tr­êng Th­¬ng(0,0,0,3,4,2), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,0,1), unbind = 0, bind = 0
[Normal]Item: NguyÖt Nha ThÝch(0,0,0,5,3,3), unbind = 0, bind = 0
[Normal]Item: TÊn ThiÕt Song §ao(0,0,0,5,0,2), unbind = 0, bind = 0
[Normal]Item: TÒ Mi C«n (0,0,0,2,1,2), unbind = 0, bind = 0
[Normal]Item: Cang KiÕm(0,0,0,0,4,2), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,3,1), unbind = 0, bind = 0
[Normal]Item: Ngò Tinh chïy(0,0,0,4,3,3), unbind = 0, bind = 0
[Normal]Item: Bµn Hoa C«n (0,0,0,2,1,3), unbind = 0, bind = 0
[Normal]Item: Thanh Phong KiÕm(0,0,0,0,3,3), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,2,1), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,4,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,2,1), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,1,1), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,3,1), unbind = 0, bind = 0
[Normal]Item: ThiÕu L©m T¸o Nh©n Tiªu(0,0,1,0,2,2), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,2,1), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,0,2), unbind = 0, bind = 0
[Normal]Item: YÕn tö Tiªu(0,0,1,0,3,3), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,0,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,1,1), unbind = 0, bind = 0
[Normal]Item: Quû §Çu §ao(0,0,0,1,0,3), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,1,1), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,0,1), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,0,2), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,4,1), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,1,2), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,3,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,2,1), unbind = 0, bind = 0
[Normal]Item: YÕn tö Tiªu(0,0,1,0,3,3), unbind = 0, bind = 0
[Normal]Item: Tinh Trang Tô TiÔn(0,0,1,2,1,3), unbind = 0, bind = 0
[Normal]Item: LiÔu DiÖp §ao(0,0,1,1,4,3), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,1,1), unbind = 0, bind = 0
[Normal]Item: Bµn Hoa C«n (0,0,0,2,4,3), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,1,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,0,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,3,1), unbind = 0, bind = 0
[Normal]Item: LiÔu DiÖp §ao(0,0,1,1,0,3), unbind = 0, bind = 0
[Normal]Item: Hoµng Ngäc Giíi ChØ(0,0,3,0,3,1), unbind = 0, bind = 0
[Normal]Item: Hoµng Ngäc Giíi ChØ(0,0,3,0,1,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,1,1), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,1,1), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,1,1), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,2,1), unbind = 0, bind = 0
[Normal]Item: TÒ Mi C«n (0,0,0,2,4,2), unbind = 0, bind = 0
[Normal]Item: §iÓm Cang Th­¬ng(0,0,0,3,1,3), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,3,2), unbind = 0, bind = 0
[Normal]Item: Cang KiÕm(0,0,0,0,2,2), unbind = 0, bind = 0
[Normal]Item: YÕn tö Tiªu(0,0,1,0,3,3), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,1,1), unbind = 0, bind = 0
[Normal]Item: Hoµng Ngäc Giíi ChØ(0,0,3,0,2,1), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,1,1), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,4,1), unbind = 0, bind = 0
[Normal]Item: Thanh Phong KiÕm(0,0,0,0,2,3), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,3,1), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,1,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,4,1), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,1,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,1,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,3,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,4,1), unbind = 0, bind = 0
[Normal]Item: ThiÕu L©m T¸o Nh©n Tiªu(0,0,1,0,1,2), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,0,1), unbind = 0, bind = 0
[Normal]Item: Ngò Tinh chïy(0,0,0,4,3,3), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,0,1), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,3,1), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,2,1), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,4,1), unbind = 0, bind = 0
[Normal]Item: YÕn tö Tiªu(0,0,1,0,0,3), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,4,1), unbind = 0, bind = 0
[Normal]Item: Quû §Çu §ao(0,0,0,1,3,3), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,0,1), unbind = 0, bind = 0
[Normal]Item: XØ KhiÕp(0,0,0,0,2,7), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,2,1), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,4,1), unbind = 0, bind = 0
[Normal]Item: Tóc §Ó Ch©m(0,0,1,2,1,2), unbind = 0, bind = 0
[Normal]Item: Cæn Ch©u B¶o ®ao(0,0,0,1,1,7), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,2,1), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,3,1), unbind = 0, bind = 0
[Normal]Item: Quang C¸n §ao(0,0,1,1,2,7), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,1,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,2,1), unbind = 0, bind = 0
[Normal]Item: LiÖt T©m chïy(0,0,0,4,1,7), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,0,1), unbind = 0, bind = 0
[Normal]Item: Nh¹n Linh Th­¬ng(0,0,0,3,0,7), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,2,1), unbind = 0, bind = 0
[Normal]Item: Quang C¸n §ao(0,0,1,1,2,7), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,3,1), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,2,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,1,1), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,4,1), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,1,1), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,0,1), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,1,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,2,1), unbind = 0, bind = 0
[Normal]Item: Ph¸ Gi¸p Nç (0,0,1,2,3,7), unbind = 0, bind = 0
[Normal]Item: Lang Nha Bæng(0,0,0,2,0,7), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,4,1), unbind = 0, bind = 0
[Normal]Item: Cæn Ch©u B¶o ®ao(0,0,0,1,4,7), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,0,1), unbind = 0, bind = 0
[Normal]Item: Nh¹n Linh Th­¬ng(0,0,0,3,2,7), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,1,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,4,1), unbind = 0, bind = 0
[Normal]Item: Quang C¸n §ao(0,0,1,1,4,7), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,0,1), unbind = 0, bind = 0
[Normal]Item: Quang C¸n §ao(0,0,1,1,0,7), unbind = 0, bind = 0
[Normal]Item: Nh¹n Linh Th­¬ng(0,0,0,3,0,7), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,2,1), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,1,1), unbind = 0, bind = 0
[Normal]Item: Nh¹n Linh Th­¬ng(0,0,0,3,1,7), unbind = 0, bind = 0
[Normal]Item: Lang Nha Bæng(0,0,0,2,1,7), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,0,1), unbind = 0, bind = 0
[Normal]Item: Nh¹n Linh Th­¬ng(0,0,0,3,3,7), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,1,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,1,1), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,1,1), unbind = 0, bind = 0
[Normal]Item: Lang Nha Bæng(0,0,0,2,2,7), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,0,1), unbind = 0, bind = 0
[Normal]Item: Nh¹n Linh Th­¬ng(0,0,0,3,0,7), unbind = 0, bind = 0
[Normal]Item: To¸n §Çu chïy(0,0,0,4,0,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,1,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,1,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,3,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,0,1), unbind = 0, bind = 0
[Normal]Item: Lang Nha Bæng(0,0,0,2,1,7), unbind = 0, bind = 0
[Normal]Item: Lang Nha Bæng(0,0,0,2,3,7), unbind = 0, bind = 0
[Normal]Item: Yªu §ao(0,0,0,1,4,1), unbind = 0, bind = 0
[Normal]Item: ThiÕu L©m L­îng Ng©n Phi Tiªu(0,0,1,0,0,7), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,0,1), unbind = 0, bind = 0
[Normal]Item: Cæn Ch©u B¶o ®ao(0,0,0,1,3,7), unbind = 0, bind = 0
[Normal]Item: Kim TiÒn tiªu(0,0,1,0,4,1), unbind = 0, bind = 0
[Normal]Item: Cæn Ch©u B¶o ®ao(0,0,0,1,3,7), unbind = 0, bind = 0
[Normal]Item: ThiÕt Th­¬ng(0,0,0,3,0,1), unbind = 0, bind = 0
[Normal]Item: ThiÕt Trñy thñ (0,0,0,0,3,1), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,2,1), unbind = 0, bind = 0
[Normal]Item: Quang C¸n §ao(0,0,1,1,4,7), unbind = 0, bind = 0
[Normal]Item: Nh¹n Linh Th­¬ng(0,0,0,3,2,7), unbind = 0, bind = 0
[Normal]Item: Tô TiÔn(0,0,1,2,0,1), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,3,1), unbind = 0, bind = 0
[Normal]Item: Nga Mi ThÝch(0,0,0,5,0,1), unbind = 0, bind = 0
[Normal]Item: Thiªu Háa C«n (0,0,0,2,3,1), unbind = 0, bind = 0
[Normal]Item: Phi §ao(0,0,1,1,1,1), unbind = 0, bind = 0
[Normal]Item: Phï Dung §ao(0,0,0,5,4,7), unbind = 0, bind = 0
